"k","signal_mode","beta","method","weighted_power","n_nonmissing","total_weight"
4,"abundance",0.15,"jaccard",0.0829328654130194,400,157.325528941398
4,"abundance",0.15,"unifrac_unweighted",0.0208270176880636,400,157.325528941398
4,"abundance",0.15,"unifrac_weighted_phyloseq",0.136581641412285,400,157.325528941398
4,"abundance",0.2,"GLaD_0.5_unweighted",0.0490713733531695,400,157.325528941398
4,"abundance",0.2,"GLaD_0.5_weighted",0.139916092392198,400,157.325528941398
4,"abundance",0.2,"GLaD_1_unweighted",0.0529206328673306,400,157.325528941398
4,"abundance",0.2,"GLaD_1_weighted",0.123751822761492,400,157.325528941398
4,"abundance",0.2,"GUniFrac",0.12244108416669,400,157.325528941398
4,"abundance",0.2,"aitchison",0.0392976185586219,400,157.325528941398
4,"abundance",0.2,"bray",0.0889196788167486,400,157.325528941398
4,"abundance",0.2,"euclidean",0.0869669634316731,400,157.325528941398
4,"abundance",0.2,"jaccard",0.0903474689874234,400,157.325528941398
4,"abundance",0.2,"unifrac_unweighted",0.0453860409211181,400,157.325528941398
4,"abundance",0.2,"unifrac_weighted_phyloseq",0.120222832740738,400,157.325528941398
4,"abundance",0.25,"GLaD_0.5_unweighted",0.0400257616905567,400,157.325528941398
4,"abundance",0.25,"GLaD_0.5_weighted",0.184250986285336,400,157.325528941398
4,"abundance",0.25,"GLaD_1_unweighted",0.0306400633180356,400,157.325528941398
4,"abundance",0.25,"GLaD_1_weighted",0.202848957805218,400,157.325528941398
4,"abundance",0.25,"GUniFrac",0.197256964563928,400,157.325528941398
4,"abundance",0.25,"aitchison",0.0737110941226082,400,157.325528941398
4,"abundance",0.25,"bray",0.0864515363603229,400,157.325528941398
4,"abundance",0.25,"euclidean",0.061529399129442,400,157.325528941398
4,"abundance",0.25,"jaccard",0.0785817079723759,400,157.325528941398
4,"abundance",0.25,"unifrac_unweighted",0.0558670274252177,400,157.325528941398
4,"abundance",0.25,"unifrac_weighted_phyloseq",0.215103765663956,400,157.325528941398
4,"abundance",0.3,"GLaD_0.5_unweighted",0.0588242167253343,400,157.325528941398
4,"abundance",0.3,"GLaD_0.5_weighted",0.269395339383896,400,157.325528941398
4,"abundance",0.3,"GLaD_1_unweighted",0.0401016089587671,400,157.325528941398
4,"abundance",0.3,"GLaD_1_weighted",0.279358782951109,400,157.325528941398
4,"abundance",0.3,"GUniFrac",0.251254506149795,400,157.325528941398
4,"abundance",0.3,"aitchison",0.0637734122459508,400,157.325528941398
4,"abundance",0.3,"bray",0.109884861896365,400,157.325528941398
4,"abundance",0.3,"euclidean",0.0888708898382737,400,157.325528941398
4,"abundance",0.3,"jaccard",0.11776821942918,400,157.325528941398
4,"abundance",0.3,"unifrac_unweighted",0.0601016089587672,400,157.325528941398
4,"abundance",0.3,"unifrac_weighted_phyloseq",0.278503269169851,400,157.325528941398
4,"abundance",0.35,"GLaD_0.5_unweighted",0.044988486356041,400,157.325528941398
4,"abundance",0.35,"GLaD_0.5_weighted",0.327630196905951,400,157.325528941398
4,"abundance",0.35,"GLaD_1_unweighted",0.0644635611416403,400,157.325528941398
4,"abundance",0.35,"GLaD_1_weighted",0.335588105107797,400,157.325528941398
4,"abundance",0.35,"GUniFrac",0.358514682449184,400,157.325528941398
4,"abundance",0.35,"aitchison",0.0392122731473609,400,157.325528941398
4,"abundance",0.35,"bray",0.170477574039385,400,157.325528941398
4,"abundance",0.35,"euclidean",0.143234279824606,400,157.325528941398
4,"abundance",0.35,"jaccard",0.174162906471437,400,157.325528941398
4,"abundance",0.35,"unifrac_unweighted",0.0321924897353958,400,157.325528941398
4,"abundance",0.35,"unifrac_weighted_phyloseq",0.348642053098507,400,157.325528941398
4,"abundance",0.4,"GLaD_0.5_unweighted",0.0544500319967725,400,157.325528941398
4,"abundance",0.4,"GLaD_0.5_weighted",0.39372490734008,400,157.325528941398
4,"abundance",0.4,"GLaD_1_unweighted",0.0451496790355124,400,157.325528941398
4,"abundance",0.4,"GLaD_1_weighted",0.394528897740225,400,157.325528941398
4,"abundance",0.4,"GUniFrac",0.456855997534137,400,157.325528941398
4,"abundance",0.4,"aitchison",0.0601774562269777,400,157.325528941398
4,"abundance",0.4,"bray",0.250766137368181,400,157.325528941398
4,"abundance",0.4,"euclidean",0.142170900250937,400,157.325528941398
4,"abundance",0.4,"jaccard",0.232207456683723,400,157.325528941398
4,"abundance",0.4,"unifrac_unweighted",0.0516567697787656,400,157.325528941398
4,"abundance",0.4,"unifrac_weighted_phyloseq",0.46301494122789,400,157.325528941398
4,"abundance",0.45,"GLaD_0.5_unweighted",0.031631008088209,400,157.325528941398
4,"abundance",0.45,"GLaD_0.5_weighted",0.451768160953188,400,157.325528941398
4,"abundance",0.45,"GLaD_1_unweighted",0.0464027473818479,400,157.325528941398
4,"abundance",0.45,"GLaD_1_weighted",0.438013128120279,400,157.325528941398
4,"abundance",0.45,"GUniFrac",0.505729003237946,400,157.325528941398
4,"abundance",0.45,"aitchison",0.079752843372165,400,157.325528941398
4,"abundance",0.45,"bray",0.319339166463863,400,157.325528941398
4,"abundance",0.45,"euclidean",0.217430389789088,400,157.325528941398
4,"abundance",0.45,"jaccard",0.311931945166974,400,157.325528941398
4,"abundance",0.45,"unifrac_unweighted",0.0419920062205,400,157.325528941398
4,"abundance",0.45,"unifrac_weighted_phyloseq",0.520046338648441,400,157.325528941398
4,"abundance",0.5,"GLaD_0.5_unweighted",0.0567306015460674,400,157.325528941398
4,"abundance",0.5,"GLaD_0.5_weighted",0.533565830526145,400,157.325528941398
4,"abundance",0.5,"GLaD_1_unweighted",0.0526550968264539,400,157.325528941398
4,"abundance",0.5,"GLaD_1_weighted",0.531038104349015,400,157.325528941398
4,"abundance",0.5,"GUniFrac",0.664994096365599,400,157.325528941398
4,"abundance",0.5,"aitchison",0.0936853324320517,400,157.325528941398
4,"abundance",0.5,"bray",0.37119156948935,400,157.325528941398
4,"abundance",0.5,"euclidean",0.202256245662198,400,157.325528941398
4,"abundance",0.5,"jaccard",0.34472650398416,400,157.325528941398
4,"abundance",0.5,"unifrac_unweighted",0.0579091192233715,400,157.325528941398
4,"abundance",0.5,"unifrac_weighted_phyloseq",0.623285327536941,400,157.325528941398
4,"abundance",0.55,"GLaD_0.5_unweighted",0.0614413193155428,400,157.325528941398
4,"abundance",0.55,"GLaD_0.5_weighted",0.633058404269412,400,157.325528941398
4,"abundance",0.55,"GLaD_1_unweighted",0.0498726293506765,400,157.325528941398
4,"abundance",0.55,"GLaD_1_weighted",0.606988361319958,400,157.325528941398
4,"abundance",0.55,"GUniFrac",0.794110227695426,400,157.325528941398
4,"abundance",0.55,"aitchison",0.102116642467185,400,157.325528941398
4,"abundance",0.55,"bray",0.491772665959741,400,157.325528941398
4,"abundance",0.55,"euclidean",0.279722372617715,400,157.325528941398
4,"abundance",0.55,"jaccard",0.486832968582175,400,157.325528941398
4,"abundance",0.55,"unifrac_unweighted",0.0744865884295586,400,157.325528941398
4,"abundance",0.55,"unifrac_weighted_phyloseq",0.76364967694493,400,157.325528941398
4,"abundance",0.6,"GLaD_0.5_unweighted",0.0372920831932542,400,157.325528941398
4,"abundance",0.6,"GLaD_0.5_weighted",0.714610830686772,400,157.325528941398
4,"abundance",0.6,"GLaD_1_unweighted",0.0449627246654844,400,157.325528941398
4,"abundance",0.6,"GLaD_1_weighted",0.659745067105179,400,157.325528941398
4,"abundance",0.6,"GUniFrac",0.878561556291377,400,157.325528941398
4,"abundance",0.6,"aitchison",0.103981278038362,400,157.325528941398
4,"abundance",0.6,"bray",0.621656910983047,400,157.325528941398
4,"abundance",0.6,"euclidean",0.325919988609791,400,157.325528941398
4,"abundance",0.6,"jaccard",0.609614819184893,400,157.325528941398
4,"abundance",0.6,"unifrac_unweighted",0.0463011384230809,400,157.325528941398
4,"abundance",0.6,"unifrac_weighted_phyloseq",0.826509288288097,400,157.325528941398
4,"abundance",0.65,"GLaD_0.5_unweighted",0.0678562992430793,400,157.325528941398
4,"abundance",0.65,"GLaD_0.5_weighted",0.745309181126333,400,157.325528941398
4,"abundance",0.65,"GLaD_1_unweighted",0.0587984550347778,400,157.325528941398
4,"abundance",0.65,"GLaD_1_weighted",0.730404126709315,400,157.325528941398
4,"abundance",0.65,"GUniFrac",0.903196426792642,400,157.325528941398
4,"abundance",0.65,"aitchison",0.154284808315484,400,157.325528941398
4,"abundance",0.65,"bray",0.701264622829949,400,157.325528941398
4,"abundance",0.65,"euclidean",0.38388787228751,400,157.325528941398
4,"abundance",0.65,"jaccard",0.687080126874054,400,157.325528941398
4,"abundance",0.65,"unifrac_unweighted",0.0652377588494117,400,157.325528941398
4,"abundance",0.65,"unifrac_weighted_phyloseq",0.874810493271268,400,157.325528941398
4,"abundance",0.7,"GLaD_0.5_unweighted",0.0547852684385069,400,157.325528941398
4,"abundance",0.7,"GLaD_0.5_weighted",0.774380554479503,400,157.325528941398
4,"abundance",0.7,"GLaD_1_unweighted",0.0414413193155427,400,157.325528941398
4,"abundance",0.7,"GLaD_1_weighted",0.729665188835151,400,157.325528941398
4,"abundance",0.7,"GUniFrac",0.954211695449912,400,157.325528941398
4,"abundance",0.7,"aitchison",0.136592436154514,400,157.325528941398
4,"abundance",0.7,"bray",0.745316481724542,400,157.325528941398
4,"abundance",0.7,"euclidean",0.424099291748916,400,157.325528941398
4,"abundance",0.7,"jaccard",0.714128465904188,400,157.325528941398
4,"abundance",0.7,"unifrac_unweighted",0.0371809760914366,400,157.325528941398
4,"abundance",0.7,"unifrac_weighted_phyloseq",0.894735942602237,400,157.325528941398
4,"abundance",0.75,"GLaD_0.5_unweighted",0.0505384543592687,400,157.325528941398
4,"abundance",0.75,"GLaD_0.5_weighted",0.845130287095896,400,157.325528941398
4,"abundance",0.75,"GLaD_1_unweighted",0.0557789476113185,400,157.325528941398
4,"abundance",0.75,"GLaD_1_weighted",0.802545093063598,400,157.325528941398
4,"abundance",0.75,"GUniFrac",0.97682879804012,400,157.325528941398
4,"abundance",0.75,"aitchison",0.21037323067798,400,157.325528941398
4,"abundance",0.75,"bray",0.85545123465138,400,157.325528941398
4,"abundance",0.75,"euclidean",0.519113539795513,400,157.325528941398
4,"abundance",0.75,"jaccard",0.83236667470194,400,157.325528941398
4,"abundance",0.75,"unifrac_unweighted",0.0555499680032278,400,157.325528941398
4,"abundance",0.75,"unifrac_weighted_phyloseq",0.942065878827455,400,157.325528941398
4,"abundance",0.8,"GLaD_0.5_unweighted",0.0670292815550157,400,157.325528941398
4,"abundance",0.8,"GLaD_0.5_weighted",0.883401082513635,400,157.325528941398
4,"abundance",0.8,"GLaD_1_unweighted",0.0472297650699115,400,157.325528941398
4,"abundance",0.8,"GLaD_1_weighted",0.855150782374474,400,157.325528941398
4,"abundance",0.8,"GUniFrac",0.988496362561115,400,157.325528941398
4,"abundance",0.8,"aitchison",0.179450750898502,400,157.325528941398
4,"abundance",0.8,"bray",0.910828455491524,400,157.325528941398
4,"abundance",0.8,"euclidean",0.593560837389647,400,157.325528941398
4,"abundance",0.8,"jaccard",0.907995902438092,400,157.325528941398
4,"abundance",0.8,"unifrac_unweighted",0.0590578442083017,400,157.325528941398
4,"abundance",0.8,"unifrac_weighted_phyloseq",0.963959688553903,400,157.325528941398
4,"abundance",0.85,"GLaD_0.5_unweighted",0.046504356340615,400,157.325528941398
4,"abundance",0.85,"GLaD_0.5_weighted",0.897131650255166,400,157.325528941398
4,"abundance",0.85,"GLaD_1_unweighted",0.049500836476156,400,157.325528941398
4,"abundance",0.85,"GLaD_1_weighted",0.863692380245068,400,157.325528941398
4,"abundance",0.85,"GUniFrac",0.998470600870558,400,157.325528941398
4,"abundance",0.85,"aitchison",0.212505518155569,400,157.325528941398
4,"abundance",0.85,"bray",0.976568112267417,400,157.325528941398
4,"abundance",0.85,"euclidean",0.668960407455633,400,157.325528941398
4,"abundance",0.85,"jaccard",0.961080462387532,400,157.325528941398
4,"abundance",0.85,"unifrac_unweighted",0.0464027473818479,400,157.325528941398
4,"abundance",0.85,"unifrac_weighted_phyloseq",0.994811030129063,400,157.325528941398
4,"abundance",0.9,"GLaD_0.5_unweighted",0.0433940347006182,400,157.325528941398
4,"abundance",0.9,"GLaD_0.5_weighted",0.92373488115191,400,157.325528941398
4,"abundance",0.9,"GLaD_1_unweighted",0.0416797970666838,400,157.325528941398
4,"abundance",0.9,"GLaD_1_weighted",0.886787734936738,400,157.325528941398
4,"abundance",0.9,"GUniFrac",0.997869828387947,400,157.325528941398
4,"abundance",0.9,"aitchison",0.294724388118624,400,157.325528941398
4,"abundance",0.9,"bray",0.968496362561115,400,157.325528941398
4,"abundance",0.9,"euclidean",0.718287818706629,400,157.325528941398
4,"abundance",0.9,"jaccard",0.968584442375014,400,157.325528941398
4,"abundance",0.9,"unifrac_unweighted",0.0435186709473035,400,157.325528941398
4,"abundance",0.9,"unifrac_weighted_phyloseq",0.987130890513783,400,157.325528941398
4,"abundance",0.95,"GLaD_0.5_unweighted",0.0622940986941629,400,157.325528941398
4,"abundance",0.95,"GLaD_0.5_weighted",0.949397252856134,400,157.325528941398
4,"abundance",0.95,"GLaD_1_unweighted",0.0520678534887105,400,157.325528941398
4,"abundance",0.95,"GLaD_1_weighted",0.914516663530494,400,157.325528941398
4,"abundance",0.95,"GUniFrac",1,400,157.325528941398
4,"abundance",0.95,"aitchison",0.246328196712817,400,157.325528941398
4,"abundance",0.95,"bray",0.976074893217628,400,157.325528941398
4,"abundance",0.95,"euclidean",0.790854217182081,400,157.325528941398
4,"abundance",0.95,"jaccard",0.968893917126192,400,157.325528941398
4,"abundance",0.95,"unifrac_unweighted",0.0472175325242228,400,157.325528941398
4,"abundance",0.95,"unifrac_weighted_phyloseq",0.99182807913839,400,157.325528941398
4,"abundance",1,"GLaD_0.5_unweighted",0.039248829580147,400,157.325528941398
4,"abundance",1,"GLaD_0.5_weighted",0.965850085815635,400,157.325528941398
4,"abundance",1,"GLaD_1_unweighted",0.0513912337378888,400,157.325528941398
4,"abundance",1,"GLaD_1_weighted",0.935053680086303,400,157.325528941398
4,"abundance",1,"GUniFrac",0.998634527952668,400,157.325528941398
4,"abundance",1,"aitchison",0.361635180294307,400,157.325528941398
4,"abundance",1,"bray",0.990790461255277,400,157.325528941398
4,"abundance",1,"euclidean",0.833167930699447,400,157.325528941398
4,"abundance",1,"jaccard",0.987895590078504,400,157.325528941398
4,"abundance",1,"unifrac_unweighted",0.0469289691954277,400,157.325528941398
4,"abundance",1,"unifrac_weighted_phyloseq",0.994974957211173,400,157.325528941398
4,"both",0.05,"GLaD_0.5_unweighted",0.0300623181233427,400,157.325528941398
4,"both",0.05,"GLaD_0.5_weighted",0.0468531219272172,400,157.325528941398
4,"both",0.05,"GLaD_1_unweighted",0.0613261812119079,400,157.325528941398
4,"both",0.05,"GLaD_1_weighted",0.0514535518612315,400,157.325528941398
4,"both",0.05,"GUniFrac",0.0490225843746946,400,157.325528941398
4,"both",0.05,"aitchison",0.0564650655051906,400,157.325528941398
4,"both",0.05,"bray",0.0378305375525227,400,157.325528941398
4,"both",0.05,"euclidean",0.0381928322839928,400,157.325528941398
4,"both",0.05,"jaccard",0.0342468140792383,400,157.325528941398
4,"both",0.05,"unifrac_unweighted",0.0363146675679487,400,157.325528941398
4,"both",0.05,"unifrac_weighted_phyloseq",0.0404503745453694,400,157.325528941398
4,"both",0.1,"GLaD_0.5_unweighted",0.0385071573033444,400,157.325528941398
4,"both",0.1,"GLaD_0.5_weighted",0.0733832399583887,400,157.325528941398
4,"both",0.1,"GLaD_1_unweighted",0.0652282607063612,400,157.325528941398
4,"both",0.1,"GLaD_1_weighted",0.0879348809139281,400,157.325528941398
4,"both",0.1,"GUniFrac",0.0820936151792671,400,157.325528941398
4,"both",0.1,"aitchison",0.0422940986941628,400,157.325528941398
4,"both",0.1,"bray",0.0584706008705583,400,157.325528941398
4,"both",0.1,"euclidean",0.07621579301182,400,157.325528941398
4,"both",0.1,"jaccard",0.0589832935392703,400,157.325528941398
4,"both",0.1,"unifrac_unweighted",0.032541255321998,400,157.325528941398
4,"both",0.1,"unifrac_weighted_phyloseq",0.0769804925765409,400,157.325528941398
4,"both",0.15,"GLaD_0.5_unweighted",0.0850508044793838,400,157.325528941398
4,"both",0.15,"GLaD_0.5_weighted",0.114965459068123,400,157.325528941398
4,"both",0.15,"GLaD_1_unweighted",0.087781748574048,400,157.325528941398
4,"both",0.15,"GLaD_1_weighted",0.12221148768554,400,157.325528941398
4,"both",0.15,"GUniFrac",0.105355631355685,400,157.325528941398
4,"both",0.15,"aitchison",0.104538111810672,400,157.325528941398
4,"both",0.15,"bray",0.0708405468329316,400,157.325528941398
4,"both",0.15,"euclidean",0.0517142376339345,400,157.325528941398
4,"both",0.15,"jaccard",0.0751266517475942,400,157.325528941398
4,"both",0.15,"unifrac_unweighted",0.0712773922334331,400,157.325528941398
4,"both",0.15,"unifrac_weighted_phyloseq",0.131633742490847,400,157.325528941398
4,"both",0.2,"GLaD_0.5_unweighted",0.144337628295776,400,157.325528941398
4,"both",0.2,"GLaD_0.5_weighted",0.166620932247709,400,157.325528941398
4,"both",0.2,"GLaD_1_unweighted",0.110215450463223,400,157.325528941398
4,"both",0.2,"GLaD_1_weighted",0.190459397019641,400,157.325528941398
4,"both",0.2,"GUniFrac",0.21006778692862,400,157.325528941398
4,"both",0.2,"aitchison",0.147030578154195,400,157.325528941398
4,"both",0.2,"bray",0.0942603432241063,400,157.325528941398
4,"both",0.2,"euclidean",0.0679714373467142,400,157.325528941398
4,"both",0.2,"jaccard",0.084322661347449,400,157.325528941398
4,"both",0.2,"unifrac_unweighted",0.0995238637640744,400,157.325528941398
4,"both",0.2,"unifrac_weighted_phyloseq",0.200168099288208,400,157.325528941398
4,"both",0.25,"GLaD_0.5_unweighted",0.193819466821788,400,157.325528941398
4,"both",0.25,"GLaD_0.5_weighted",0.243642153463134,400,157.325528941398
4,"both",0.25,"GLaD_1_unweighted",0.206517885485483,400,157.325528941398
4,"both",0.25,"GLaD_1_weighted",0.252930273878705,400,157.325528941398
4,"both",0.25,"GUniFrac",0.334162906471437,400,157.325528941398
4,"both",0.25,"aitchison",0.190990944770174,400,157.325528941398
4,"both",0.25,"bray",0.172843488999941,400,157.325528941398
4,"both",0.25,"euclidean",0.147256964563927,400,157.325528941398
4,"both",0.25,"jaccard",0.153582426874106,400,157.325528941398
4,"both",0.25,"unifrac_unweighted",0.136242232764453,400,157.325528941398
4,"both",0.25,"unifrac_weighted_phyloseq",0.314469171151197,400,157.325528941398
4,"both",0.3,"GLaD_0.5_unweighted",0.29353637229827,400,157.325528941398
4,"both",0.3,"GLaD_0.5_weighted",0.371993586892283,400,157.325528941398
4,"both",0.3,"GLaD_1_unweighted",0.242449965436682,400,157.325528941398
4,"both",0.3,"GLaD_1_weighted",0.365015828718381,400,157.325528941398
4,"both",0.3,"GUniFrac",0.518277023964399,400,157.325528941398
4,"both",0.3,"aitchison",0.278896651528831,400,157.325528941398
4,"both",0.3,"bray",0.21492487163352,400,157.325528941398
4,"both",0.3,"euclidean",0.114709421170297,400,157.325528941398
4,"both",0.3,"jaccard",0.212984388794133,400,157.325528941398
4,"both",0.3,"unifrac_unweighted",0.211055378759052,400,157.325528941398
4,"both",0.3,"unifrac_weighted_phyloseq",0.465701946612253,400,157.325528941398
4,"both",0.35,"GLaD_0.5_unweighted",0.479126450403279,400,157.325528941398
4,"both",0.35,"GLaD_0.5_weighted",0.483700583452983,400,157.325528941398
4,"both",0.35,"GLaD_1_unweighted",0.325431001291073,400,157.325528941398
4,"both",0.35,"GLaD_1_weighted",0.482163802046026,400,157.325528941398
4,"both",0.35,"GUniFrac",0.69039578229712,400,157.325528941398
4,"both",0.35,"aitchison",0.471277533437714,400,157.325528941398
4,"both",0.35,"bray",0.282004238766189,400,157.325528941398
4,"both",0.35,"euclidean",0.138120538684777,400,157.325528941398
4,"both",0.35,"jaccard",0.267655815728184,400,157.325528941398
4,"both",0.35,"unifrac_unweighted",0.349304584692332,400,157.325528941398
4,"both",0.35,"unifrac_weighted_phyloseq",0.587143407132076,400,157.325528941398
4,"both",0.4,"GLaD_0.5_unweighted",0.642090405107851,400,157.325528941398
4,"both",0.4,"GLaD_0.5_weighted",0.556346182136386,400,157.325528941398
4,"both",0.4,"GLaD_1_unweighted",0.399233386963042,400,157.325528941398
4,"both",0.4,"GLaD_1_weighted",0.544031172019841,400,157.325528941398
4,"both",0.4,"GUniFrac",0.848044013354491,400,157.325528941398
4,"both",0.4,"aitchison",0.659013227435925,400,157.325528941398
4,"both",0.4,"bray",0.425176200467453,400,157.325528941398
4,"both",0.4,"euclidean",0.178423249695543,400,157.325528941398
4,"both",0.4,"jaccard",0.433646801338011,400,157.325528941398
4,"both",0.4,"unifrac_unweighted",0.470034024423446,400,157.325528941398
4,"both",0.4,"unifrac_weighted_phyloseq",0.701807249395315,400,157.325528941398
4,"both",0.45,"GLaD_0.5_unweighted",0.775645632487941,400,157.325528941398
4,"both",0.45,"GLaD_0.5_weighted",0.658384242932723,400,157.325528941398
4,"both",0.45,"GLaD_1_unweighted",0.45201441663536,400,157.325528941398
4,"both",0.45,"GLaD_1_weighted",0.639405799661627,400,157.325528941398
4,"both",0.45,"GUniFrac",0.916096007033309,400,157.325528941398
4,"both",0.45,"aitchison",0.817822477212933,400,157.325528941398
4,"both",0.45,"bray",0.608350278034252,400,157.325528941398
4,"both",0.45,"euclidean",0.200553421307596,400,157.325528941398
4,"both",0.45,"jaccard",0.582009848775746,400,157.325528941398
4,"both",0.45,"unifrac_unweighted",0.599183360910362,400,157.325528941398
4,"both",0.45,"unifrac_weighted_phyloseq",0.825843463279504,400,157.325528941398
4,"both",0.5,"GLaD_0.5_unweighted",0.923254775103184,400,157.325528941398
4,"both",0.5,"GLaD_0.5_weighted",0.746849993535107,400,157.325528941398
4,"both",0.5,"GLaD_1_unweighted",0.556365096743181,400,157.325528941398
4,"both",0.5,"GLaD_1_weighted",0.70165849165483,400,157.325528941398
4,"both",0.5,"GUniFrac",0.978059517160614,400,157.325528941398
4,"both",0.5,"aitchison",0.916184086847208,400,157.325528941398
4,"both",0.5,"bray",0.685215491302877,400,157.325528941398
4,"both",0.5,"euclidean",0.251830813541029,400,157.325528941398
4,"both",0.5,"jaccard",0.649387754713084,400,157.325528941398
4,"both",0.5,"unifrac_unweighted",0.756041333105753,400,157.325528941398
4,"both",0.5,"unifrac_weighted_phyloseq",0.881417755169829,400,157.325528941398
4,"both",0.55,"GLaD_0.5_unweighted",0.960379377545333,400,157.325528941398
4,"both",0.55,"GLaD_0.5_weighted",0.79635164927762,400,157.325528941398
4,"both",0.55,"GLaD_1_unweighted",0.600982884430583,400,157.325528941398
4,"both",0.55,"GLaD_1_weighted",0.751951905251799,400,157.325528941398
4,"both",0.55,"GUniFrac",0.994538111810672,400,157.325528941398
4,"both",0.55,"aitchison",0.980626534173168,400,157.325528941398
4,"both",0.55,"bray",0.805469614064422,400,157.325528941398
4,"both",0.55,"euclidean",0.320640204522316,400,157.325528941398
4,"both",0.55,"jaccard",0.771033111212518,400,157.325528941398
4,"both",0.55,"unifrac_unweighted",0.883262835442775,400,157.325528941398
4,"both",0.55,"unifrac_weighted_phyloseq",0.941192188026453,400,157.325528941398
4,"both",0.6,"GLaD_0.5_unweighted",0.983685332432052,400,157.325528941398
4,"both",0.6,"GLaD_0.5_weighted",0.861027724086547,400,157.325528941398
4,"both",0.6,"GLaD_1_unweighted",0.698933410354915,400,157.325528941398
4,"both",0.6,"GLaD_1_weighted",0.80606520181436,400,157.325528941398
4,"both",0.6,"GUniFrac",1,400,157.325528941398
4,"both",0.6,"aitchison",0.995739656775894,400,157.325528941398
4,"both",0.6,"bray",0.873835052307218,400,157.325528941398
4,"both",0.6,"euclidean",0.402682914857573,400,157.325528941398
4,"both",0.6,"jaccard",0.85650367827854,400,157.325528941398
4,"both",0.6,"unifrac_unweighted",0.959840923186064,400,157.325528941398
4,"both",0.6,"unifrac_weighted_phyloseq",0.96097673756323,400,157.325528941398
4,"both",0.65,"GLaD_0.5_unweighted",0.997869828387947,400,157.325528941398
4,"both",0.65,"GLaD_0.5_weighted",0.886505257286279,400,157.325528941398
4,"both",0.65,"GLaD_1_unweighted",0.806906144300808,400,157.325528941398
4,"both",0.65,"GLaD_1_weighted",0.860460976027381,400,157.325528941398
4,"both",0.65,"GUniFrac",1,400,157.325528941398
4,"both",0.65,"aitchison",0.997869828387947,400,157.325528941398
4,"both",0.65,"bray",0.954123615636013,400,157.325528941398
4,"both",0.65,"euclidean",0.442643005485046,400,157.325528941398
4,"both",0.65,"jaccard",0.94475014980918,400,157.325528941398
4,"both",0.65,"unifrac_unweighted",0.983234957886682,400,157.325528941398
4,"both",0.65,"unifrac_weighted_phyloseq",0.97800943158296,400,157.325528941398
4,"both",0.7,"GLaD_0.5_unweighted",1,400,157.325528941398
4,"both",0.7,"GLaD_0.5_weighted",0.916427972214609,400,157.325528941398
4,"both",0.7,"GLaD_1_unweighted",0.870082135339845,400,157.325528941398
4,"both",0.7,"GLaD_1_weighted",0.878455440662013,400,157.325528941398
4,"both",0.7,"GUniFrac",1,400,157.325528941398
4,"both",0.7,"aitchison",1,400,157.325528941398
4,"both",0.7,"bray",0.965955107239117,400,157.325528941398
4,"both",0.7,"euclidean",0.546393390443079,400,157.325528941398
4,"both",0.7,"jaccard",0.967408659100348,400,157.325528941398
4,"both",0.7,"unifrac_unweighted",1,400,157.325528941398
4,"both",0.7,"unifrac_weighted_phyloseq",0.992244013116509,400,157.325528941398
4,"both",0.75,"GLaD_0.5_unweighted",1,400,157.325528941398
4,"both",0.75,"GLaD_0.5_weighted",0.940864333862233,400,157.325528941398
4,"both",0.75,"GLaD_1_unweighted",0.839368817951957,400,157.325528941398
4,"both",0.75,"GLaD_1_weighted",0.898127445293513,400,157.325528941398
4,"both",0.75,"GUniFrac",1,400,157.325528941398
4,"both",0.75,"aitchison",1,400,157.325528941398
4,"both",0.75,"bray",0.989071373353169,400,157.325528941398
4,"both",0.75,"euclidean",0.521407497285396,400,157.325528941398
4,"both",0.75,"jaccard",0.987541974223728,400,157.325528941398
4,"both",0.75,"unifrac_unweighted",0.997269055905336,400,157.325528941398
4,"both",0.75,"unifrac_weighted_phyloseq",0.994286104914663,400,157.325528941398
4,"both",0.8,"GLaD_0.5_unweighted",1,400,157.325528941398
4,"both",0.8,"GLaD_0.5_weighted",0.97727787598631,400,157.325528941398
4,"both",0.8,"GLaD_1_unweighted",0.897675491740405,400,157.325528941398
4,"both",0.8,"GLaD_1_weighted",0.960312350358097,400,157.325528941398
4,"both",0.8,"GUniFrac",1,400,157.325528941398
4,"both",0.8,"aitchison",1,400,157.325528941398
4,"both",0.8,"bray",0.998634527952668,400,157.325528941398
4,"both",0.8,"euclidean",0.682645739887685,400,157.325528941398
4,"both",0.8,"jaccard",0.998634527952668,400,157.325528941398
4,"both",0.8,"unifrac_unweighted",1,400,157.325528941398
4,"both",0.8,"unifrac_weighted_phyloseq",1,400,157.325528941398
4,"both",0.85,"GLaD_0.5_unweighted",1,400,157.325528941398
4,"both",0.85,"GLaD_0.5_weighted",0.982378766043348,400,157.325528941398
4,"both",0.85,"GLaD_1_unweighted",0.959588916290055,400,157.325528941398
4,"both",0.85,"GLaD_1_weighted",0.974622779159857,400,157.325528941398
4,"both",0.85,"GUniFrac",1,400,157.325528941398
4,"both",0.85,"aitchison",1,400,157.325528941398
4,"both",0.85,"bray",1,400,157.325528941398
4,"both",0.85,"euclidean",0.754681543614206,400,157.325528941398
4,"both",0.85,"jaccard",1,400,157.325528941398
4,"both",0.85,"unifrac_unweighted",1,400,157.325528941398
4,"both",0.85,"unifrac_weighted_phyloseq",1,400,157.325528941398
4,"both",0.9,"GLaD_0.5_unweighted",1,400,157.325528941398
